cve_id,cwes,description,severity,exploitability,impact,published_date,last_modified_date
CVE-2022-21732,{'CWE-770'},"Tensorflow is an Open Source Machine Learning Framework. The implementation of `ThreadPoolHandle` can be used to trigger a denial of service attack by allocating too much memory. This is because the `num_threads` argument is only checked to not be negative, but there is no upper bound on its value. The fix will be included in TensorFlow 2.8.0. We will also cherrypick this commit on TensorFlow 2.7.1, TensorFlow 2.6.3, and TensorFlow 2.5.3, as these are also affected and still in supported range.",MEDIUM,8.0,2.9,2022-02-03 12:15:00+00:00,2022-02-09 03:08:00+00:00
CVE-2022-21733,{'CWE-190'},"Tensorflow is an Open Source Machine Learning Framework. The implementation of `StringNGrams` can be used to trigger a denial of service attack by causing an out of memory condition after an integer overflow. We are missing a validation on `pad_witdh` and that result in computing a negative value for `ngram_width` which is later used to allocate parts of the output. The fix will be included in TensorFlow 2.8.0. We will also cherrypick this commit on TensorFlow 2.7.1, TensorFlow 2.6.3, and TensorFlow 2.5.3, as these are also affected and still in supported range.",MEDIUM,10.0,2.9,2022-02-03 12:15:00+00:00,2022-02-09 03:11:00+00:00
CVE-2022-21734,{'CWE-843'},"Tensorflow is an Open Source Machine Learning Framework. The implementation of `MapStage` is vulnerable a `CHECK`-fail if the key tensor is not a scalar. The fix will be included in TensorFlow 2.8.0. We will also cherrypick this commit on TensorFlow 2.7.1, TensorFlow 2.6.3, and TensorFlow 2.5.3, as these are also affected and still in supported range.",MEDIUM,8.0,2.9,2022-02-03 13:15:00+00:00,2022-02-09 05:00:00+00:00
CVE-2022-21735,{'CWE-369'},"Tensorflow is an Open Source Machine Learning Framework. The implementation of `FractionalMaxPool` can be made to crash a TensorFlow process via a division by 0. The fix will be included in TensorFlow 2.8.0. We will also cherrypick this commit on TensorFlow 2.7.1, TensorFlow 2.6.3, and TensorFlow 2.5.3, as these are also affected and still in supported range.",MEDIUM,8.0,2.9,2022-02-03 13:15:00+00:00,2022-02-09 05:00:00+00:00
CVE-2022-21736,{'CWE-476'},"Tensorflow is an Open Source Machine Learning Framework. The implementation of `SparseTensorSliceDataset` has an undefined behavior: under certain condition it can be made to dereference a `nullptr` value. The 3 input arguments to `SparseTensorSliceDataset` represent a sparse tensor. However, there are some preconditions that these arguments must satisfy but these are not validated in the implementation. The fix will be included in TensorFlow 2.8.0. We will also cherrypick this commit on TensorFlow 2.7.1, TensorFlow 2.6.3, and TensorFlow 2.5.3, as these are also affected and still in supported range.",MEDIUM,8.0,2.9,2022-02-03 12:15:00+00:00,2022-02-09 03:19:00+00:00
CVE-2022-21737,{'CWE-754'},"Tensorflow is an Open Source Machine Learning Framework. The implementation of `*Bincount` operations allows malicious users to cause denial of service by passing in arguments which would trigger a `CHECK`-fail. There are several conditions that the input arguments must satisfy. Some are not caught during shape inference and others are not caught during kernel implementation. This results in `CHECK` failures later when the output tensors get allocated. The fix will be included in TensorFlow 2.8.0. We will also cherrypick this commit on TensorFlow 2.7.1, TensorFlow 2.6.3, and TensorFlow 2.5.3, as these are also affected and still in supported range.",MEDIUM,8.0,2.9,2022-02-03 14:15:00+00:00,2022-02-09 05:08:00+00:00
CVE-2022-21738,{'CWE-190'},"Tensorflow is an Open Source Machine Learning Framework. The implementation of `SparseCountSparseOutput` can be made to crash a TensorFlow process by an integer overflow whose result is then used in a memory allocation. The fix will be included in TensorFlow 2.8.0. We will also cherrypick this commit on TensorFlow 2.7.1, TensorFlow 2.6.3, and TensorFlow 2.5.3, as these are also affected and still in supported range.",MEDIUM,8.0,2.9,2022-02-03 14:15:00+00:00,2022-02-09 05:22:00+00:00
CVE-2022-21739,{'CWE-476'},"Tensorflow is an Open Source Machine Learning Framework. The implementation of `QuantizedMaxPool` has an undefined behavior where user controlled inputs can trigger a reference binding to null pointer. The fix will be included in TensorFlow 2.8.0. We will also cherrypick this commit on TensorFlow 2.7.1, TensorFlow 2.6.3, and TensorFlow 2.5.3, as these are also affected and still in supported range.",MEDIUM,8.0,2.9,2022-02-03 14:15:00+00:00,2022-02-09 05:23:00+00:00
CVE-2022-2174,{'CWE-79'},Cross-site Scripting (XSS) - Reflected in GitHub repository microweber/microweber prior to 1.2.18.,MEDIUM,8.6,2.9,2022-06-22 12:15:00+00:00,2022-06-28 21:44:00+00:00
CVE-2022-21740,{'CWE-787'},"Tensorflow is an Open Source Machine Learning Framework. The implementation of `SparseCountSparseOutput` is vulnerable to a heap overflow. The fix will be included in TensorFlow 2.8.0. We will also cherrypick this commit on TensorFlow 2.7.1, TensorFlow 2.6.3, and TensorFlow 2.5.3, as these are also affected and still in supported range.",MEDIUM,8.0,6.4,2022-02-03 15:15:00+00:00,2022-02-09 05:36:00+00:00
CVE-2022-21741,{'CWE-369'},"Tensorflow is an Open Source Machine Learning Framework. ### Impact An attacker can craft a TFLite model that would trigger a division by zero in the implementation of depthwise convolutions. The parameters of the convolution can be user controlled and are also used within a division operation to determine the size of the padding that needs to be added before applying the convolution. There is no check before this division that the divisor is strictly positive. The fix will be included in TensorFlow 2.8.0. We will also cherrypick this commit on TensorFlow 2.7.1, TensorFlow 2.6.3, and TensorFlow 2.5.3, as these are also affected and still in supported range.",MEDIUM,10.0,2.9,2022-02-03 15:15:00+00:00,2022-02-09 05:36:00+00:00
CVE-2022-2175,{'CWE-126'},Buffer Over-read in GitHub repository vim/vim prior to 8.2.,MEDIUM,8.6,6.4,2022-06-23 13:15:00+00:00,2022-07-04 04:15:00+00:00
CVE-2022-21802,{'CWE-79'},The package grapesjs before 0.19.5 are vulnerable to Cross-site Scripting (XSS) due to an improper sanitization of the class name in Selector Manager.,Unknown,,,2022-07-25 14:15:00+00:00,2022-07-27 19:30:00+00:00
CVE-2022-2182,{'CWE-122'},Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,MEDIUM,8.6,6.4,2022-06-23 18:15:00+00:00,2022-07-04 04:15:00+00:00
CVE-2022-2183,{'CWE-125'},Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,MEDIUM,8.6,6.4,2022-06-23 19:15:00+00:00,2022-07-04 04:15:00+00:00
CVE-2022-2206,{'CWE-125'},Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,MEDIUM,8.6,6.4,2022-06-26 19:15:00+00:00,2022-07-08 03:53:00+00:00
CVE-2022-2207,{'CWE-122'},Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,HIGH,10.0,6.4,2022-06-27 12:15:00+00:00,2022-07-06 18:20:00+00:00
CVE-2022-2208,{'CWE-476'},NULL Pointer Dereference in GitHub repository vim/vim prior to 8.2.5163.,MEDIUM,8.6,2.9,2022-06-27 13:15:00+00:00,2022-07-06 18:31:00+00:00
CVE-2022-2210,{'CWE-787'},Out-of-bounds Write in GitHub repository vim/vim prior to 8.2.,HIGH,10.0,6.4,2022-06-27 16:15:00+00:00,2022-07-07 02:38:00+00:00
CVE-2022-22107,{'CWE-862'},"In Daybyday CRM, versions 2.0.0 through 2.2.0 are vulnerable to Missing Authorization. An attacker that has the lowest privileges account (employee type user), can view the appointments of all users in the system including administrators. However, this type of user is not authorized to view the calendar at all.",MEDIUM,8.0,2.9,2022-01-05 15:15:00+00:00,2022-01-08 02:49:00+00:00
CVE-2022-22108,{'CWE-862'},"In Daybyday CRM, versions 2.0.0 through 2.2.0 are vulnerable to Missing Authorization. An attacker that has the lowest privileges account (employee type user), can view the absences of all users in the system including administrators. This type of user is not authorized to view this kind of information.",MEDIUM,8.0,2.9,2022-01-05 15:15:00+00:00,2022-01-08 02:49:00+00:00
CVE-2022-22109,{'CWE-79'},"In Daybyday CRM, version 2.2.0 is vulnerable to Stored Cross-Site Scripting (XSS) vulnerability that allows low privileged application users to store malicious scripts in the title field of new tasks. These scripts are executed in a victim’s browser when they open the “/tasks” page to view all the tasks.",LOW,6.8,2.9,2022-01-05 15:15:00+00:00,2022-01-08 02:50:00+00:00
CVE-2022-22110,{'CWE-521'},"In Daybyday CRM, versions 1.1 through 2.2.0 enforce weak password requirements in the user update functionality. A user with privileges to update his password could change it to a weak password, such as those with a length of a single character. This may allow an attacker to brute-force users’ passwords with minimal to no computational effort.",MEDIUM,10.0,2.9,2022-01-05 15:15:00+00:00,2022-01-21 14:24:00+00:00
CVE-2022-22111,{'CWE-862'},"In DayByDay CRM, version 2.2.0 is vulnerable to missing authorization. Any application user in the application who has update user permission enabled is able to change the password of other users, including the administrator’s. This allows the attacker to gain access to the highest privileged user in the application.",MEDIUM,8.0,6.4,2022-01-05 15:15:00+00:00,2022-01-08 02:51:00+00:00
CVE-2022-22115,{'CWE-79'},"In Teedy, versions v1.5 through v1.9 are vulnerable to Stored Cross-Site Scripting (XSS) in the name of a created Tag. Since the Tag name is not being sanitized properly in the edit tag page, a low privileged attacker can store malicious scripts in the name of the Tag. In the worst case, the victim who inadvertently triggers the attack is a highly privileged administrator. The injected scripts can extract the Session ID, which can lead to full Account Takeover of the administrator, and privileges escalation.",LOW,6.8,2.9,2022-01-10 16:15:00+00:00,2022-01-21 14:19:00+00:00
CVE-2022-22116,{'CWE-79'},"In Directus, versions 9.0.0-alpha.4 through 9.4.1 are vulnerable to stored Cross-Site Scripting (XSS) vulnerability via SVG file upload in media upload functionality. A low privileged attacker can inject arbitrary javascript code which will be executed in a victim’s browser when they open the image URL.",LOW,6.8,2.9,2022-01-10 16:15:00+00:00,2022-01-14 19:33:00+00:00
CVE-2022-22117,{'CWE-79'},"In Directus, versions 9.0.0-alpha.4 through 9.4.1 allow unrestricted file upload of .html files in the media upload functionality, which leads to Cross-Site Scripting vulnerability. A low privileged attacker can upload a crafted HTML file as a profile avatar, and when an admin or another user opens it, the XSS payload gets triggered.",LOW,6.8,2.9,2022-01-10 16:15:00+00:00,2022-01-14 19:31:00+00:00
CVE-2022-22120,{'CWE-203'},"In NocoDB, versions 0.9 to 0.83.8 are vulnerable to Observable Discrepancy in the password-reset feature. When requesting a password reset for a given email address, the application displays an error message when the email isn't registered within the system. This allows attackers to enumerate the registered users' email addresses.",MEDIUM,10.0,2.9,2022-01-10 16:15:00+00:00,2022-01-19 18:30:00+00:00
CVE-2022-22121,{'CWE-1236'},"In NocoDB, versions 0.81.0 through 0.83.8 are affected by CSV Injection vulnerability (Formula Injection). A low privileged attacker can create a new table to inject payloads in the table rows. When an administrator accesses the User Management endpoint and exports the data as a CSV file and opens it, the payload gets executed.",MEDIUM,6.8,6.4,2022-01-10 16:15:00+00:00,2022-01-19 18:24:00+00:00
CVE-2022-22126,{'CWE-79'},"Openmct versions 1.3.0 to 1.7.7 are vulnerable against stored XSS via the “Web Page” element, that allows the injection of malicious JavaScript into the ‘URL’ field. This issue affects: nasa openmct 1.7.7 version and prior versions; 1.3.0 version and later versions.",MEDIUM,8.6,2.9,2022-02-20 19:15:00+00:00,2022-03-01 20:10:00+00:00
CVE-2022-22143,{'CWE-1321'},The package convict before 6.2.2 are vulnerable to Prototype Pollution via the convict function due to missing validation of parentKey. **Note:** This vulnerability derives from an incomplete fix of another [vulnerability](https://security.snyk.io/vuln/SNYK-JS-CONVICT-1062508),HIGH,10.0,6.4,2022-05-01 16:15:00+00:00,2022-05-11 17:45:00+00:00
CVE-2022-2216,{'CWE-918'},Server-Side Request Forgery (SSRF) in GitHub repository ionicabizau/parse-url prior to 7.0.0.,HIGH,10.0,6.4,2022-06-27 12:15:00+00:00,2022-07-06 18:25:00+00:00
CVE-2022-2217,{'CWE-79'},Cross-site Scripting (XSS) - Generic in GitHub repository ionicabizau/parse-url prior to 7.0.0.,MEDIUM,8.6,2.9,2022-06-27 11:15:00+00:00,2022-07-06 18:01:00+00:00
CVE-2022-2218,{'CWE-79'},Cross-site Scripting (XSS) - Stored in GitHub repository ionicabizau/parse-url prior to 7.0.0.,MEDIUM,8.6,2.9,2022-06-27 13:15:00+00:00,2022-07-06 19:41:00+00:00
CVE-2022-2231,{'CWE-476'},NULL Pointer Dereference in GitHub repository vim/vim prior to 8.2.,MEDIUM,8.6,2.9,2022-06-28 20:15:00+00:00,2022-07-08 15:44:00+00:00
CVE-2022-2252,{'CWE-601'},Open Redirect in GitHub repository microweber/microweber prior to 1.2.19.,MEDIUM,8.6,4.9,2022-06-29 16:15:00+00:00,2022-07-07 19:55:00+00:00
CVE-2022-2257,{'CWE-125'},Out-of-bounds Read in GitHub repository vim/vim prior to 9.0.,MEDIUM,8.6,6.4,2022-06-30 21:15:00+00:00,2022-07-21 19:15:00+00:00
CVE-2022-2264,{'CWE-122'},Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.,MEDIUM,8.6,6.4,2022-07-01 11:15:00+00:00,2022-07-21 19:15:00+00:00
CVE-2022-2279,{'CWE-476'},NULL Pointer Dereference in GitHub repository bfabiszewski/libmobi prior to 0.11.,MEDIUM,8.6,2.9,2022-07-01 09:15:00+00:00,2022-07-08 15:32:00+00:00
CVE-2022-2280,{'CWE-79'},Cross-site Scripting (XSS) - Stored in GitHub repository microweber/microweber prior to 1.2.19.,LOW,6.8,2.9,2022-07-01 09:15:00+00:00,2022-07-08 15:41:00+00:00
CVE-2022-2284,{'CWE-122'},Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.,MEDIUM,8.6,6.4,2022-07-02 15:15:00+00:00,2022-07-21 19:15:00+00:00
CVE-2022-22845,{'CWE-798'},QXIP SIPCAPTURE homer-app before 1.4.28 for HOMER 7.x has the same 167f0db2-f83e-4baa-9736-d56064a5b415 JWT secret key across different customers' installations.,HIGH,10.0,6.4,2022-01-10 14:12:00+00:00,2022-01-18 17:41:00+00:00
CVE-2022-2285,{'CWE-190'},Integer Overflow or Wraparound in GitHub repository vim/vim prior to 9.0.,MEDIUM,8.6,6.4,2022-07-02 16:15:00+00:00,2022-07-21 19:15:00+00:00
CVE-2022-22851,{'CWE-79'},A Stored Cross Site Scripting (XSS) vulnerability exists in Sourcecodtester Hospital's Patient Records Management System 1.0 via the specialization parameter in doctors.php,LOW,6.8,2.9,2022-01-26 16:15:00+00:00,2022-02-01 21:12:00+00:00
CVE-2022-2286,{'CWE-125'},Out-of-bounds Read in GitHub repository vim/vim prior to 9.0.,MEDIUM,8.6,6.4,2022-07-02 19:15:00+00:00,2022-07-21 19:15:00+00:00
CVE-2022-2287,{'CWE-125'},Out-of-bounds Read in GitHub repository vim/vim prior to 9.0.,MEDIUM,8.6,4.9,2022-07-02 22:15:00+00:00,2022-07-21 19:15:00+00:00
CVE-2022-2288,{'CWE-787'},Out-of-bounds Write in GitHub repository vim/vim prior to 9.0.,MEDIUM,8.6,6.4,2022-07-03 13:15:00+00:00,2022-07-21 19:15:00+00:00
CVE-2022-2289,{'CWE-416'},Use After Free in GitHub repository vim/vim prior to 9.0.,MEDIUM,8.6,6.4,2022-07-03 15:15:00+00:00,2022-07-21 19:15:00+00:00
CVE-2022-2290,{'CWE-79'},"Cross-site Scripting (XSS) - Reflected in GitHub repository zadam/trilium prior to 0.52.4, 0.53.1-beta.",MEDIUM,8.6,2.9,2022-07-03 06:15:00+00:00,2022-07-12 15:17:00+00:00
CVE-2022-2300,{'CWE-79'},Cross-site Scripting (XSS) - Stored in GitHub repository microweber/microweber prior to 1.2.19.,LOW,6.8,2.9,2022-07-04 11:15:00+00:00,2022-07-12 14:11:00+00:00
CVE-2022-2301,{'CWE-125'},Buffer Over-read in GitHub repository hpjansson/chafa prior to 1.10.3.,MEDIUM,8.6,2.9,2022-07-04 11:15:00+00:00,2022-07-12 16:13:00+00:00
CVE-2022-2304,{'CWE-121'},Stack-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.,MEDIUM,8.6,6.4,2022-07-05 13:15:00+00:00,2022-07-21 19:15:00+00:00
CVE-2022-23053,{'CWE-79'},"Openmct versions 1.3.0 to 1.7.7 are vulnerable against stored XSS via the “Condition Widget” element, that allows the injection of malicious JavaScript into the ‘URL’ field. This issue affects: nasa openmct 1.7.7 version and prior versions; 1.3.0 version and later versions.",MEDIUM,8.6,2.9,2022-02-20 19:15:00+00:00,2022-03-01 20:10:00+00:00
CVE-2022-23054,{'CWE-79'},"Openmct versions 1.3.0 to 1.7.7 are vulnerable against stored XSS via the “Summary Widget” element, that allows the injection of malicious JavaScript into the ‘URL’ field. This issue affects: nasa openmct 1.7.7 version and prior versions; 1.3.0 version and later versions.",MEDIUM,8.6,2.9,2022-02-20 19:15:00+00:00,2022-03-01 20:10:00+00:00
CVE-2022-23057,{'CWE-79'},"In ERPNext, versions v12.0.9--v13.0.3 are vulnerable to Stored Cross-Site-Scripting (XSS), due to user input not being validated properly. A low privileged attacker could inject arbitrary code into input fields when editing his profile.",LOW,6.8,2.9,2022-06-22 08:15:00+00:00,2022-07-05 16:22:00+00:00
CVE-2022-23058,{'CWE-79'},ERPNext in versions v12.0.9-v13.0.3 are affected by a stored XSS vulnerability that allows low privileged users to store malicious scripts in the ‘username’ field in ‘my settings’ which can lead to full account takeover.,LOW,6.8,2.9,2022-06-22 08:15:00+00:00,2022-07-05 16:22:00+00:00
CVE-2022-23059,{'CWE-79'},"A Stored Cross Site Scripting (XSS) vulnerability exists in Shopizer versions 2.0 through 2.17.0 via the “Manage Images” tab, which allows an attacker to upload a SVG file containing malicious JavaScript code.",LOW,6.8,2.9,2022-03-29 11:15:00+00:00,2022-04-08 10:41:00+00:00
CVE-2022-2306,{'CWE-613'},Old session tokens can be used to authenticate to the application and send authenticated requests.,MEDIUM,10.0,2.9,2022-07-05 09:15:00+00:00,2022-07-14 21:58:00+00:00
CVE-2022-23060,{'CWE-79'},"A Stored Cross Site Scripting (XSS) vulnerability exists in Shopizer versions 2.0 through 2.17.0, where a privileged user (attacker) can inject malicious JavaScript in the filename under the “Manage files” tab",LOW,6.8,2.9,2022-05-01 13:15:00+00:00,2022-05-09 17:32:00+00:00
CVE-2022-23061,{'CWE-639'},In Shopizer versions 2.0 to 2.17.0 a regular admin can permanently delete a superadmin (although this cannot happen according to the documentation) via Insecure Direct Object Reference (IDOR) vulnerability.,MEDIUM,8.0,4.9,2022-05-01 13:15:00+00:00,2022-05-09 17:37:00+00:00
CVE-2022-23064,{'CWE-74'},"In Snipe-IT, versions v3.0-alpha to v5.3.7 are vulnerable to Host Header Injection. By sending a specially crafted host header in the reset password request, it is possible to send password reset links to users which once clicked lead to an attacker controlled server and thus leading to password reset token leak. This leads to account take over.",MEDIUM,8.6,6.4,2022-05-02 13:15:00+00:00,2022-05-10 16:25:00+00:00
CVE-2022-23065,{'CWE-79'},"In Vendure versions 0.1.0-alpha.2 to 1.5.1 are affected by Stored XSS vulnerability, where an attacker having catalog permission can upload a SVG file that contains malicious JavaScript into the “Assets” tab. The uploaded file will affect administrators as well as regular users.",LOW,6.8,2.9,2022-05-02 13:15:00+00:00,2022-05-10 16:34:00+00:00
CVE-2022-23066,{'CWE-682'},"In Solana rBPF versions 0.2.26 and 0.2.27 are affected by Incorrect Calculation which is caused by improper implementation of sdiv instruction. This can lead to the wrong execution path, resulting in huge loss in specific cases. For example, the result of a sdiv instruction may decide whether to transfer tokens or not. The vulnerability affects both integrity and may cause serious availability problems.",MEDIUM,10.0,4.9,2022-05-09 07:15:00+00:00,2022-06-12 14:15:00+00:00
CVE-2022-23067,"{'CWE-200', 'NVD-CWE-noinfo'}","ToolJet versions v0.5.0 to v1.2.2 are vulnerable to token leakage via Referer header that leads to account takeover . If the user opens the invite link/signup link and then clicks on any external links within the page, it leaks the password set token/signup token in the referer header. Using these tokens the attacker can access the user’s account.",MEDIUM,8.6,6.4,2022-05-18 14:15:00+00:00,2022-05-26 17:13:00+00:00
CVE-2022-23068,{'CWE-74'},ToolJet versions v0.6.0 to v1.10.2 are vulnerable to HTML injection where an attacker can inject malicious code inside the first name and last name field while inviting a new user which will be reflected in the invitational e-mail.,LOW,6.8,2.9,2022-05-18 14:15:00+00:00,2022-05-26 17:11:00+00:00
CVE-2022-23071,{'CWE-918'},"In Recipes, versions 0.9.1 through 1.2.5 are vulnerable to Server Side Request Forgery (SSRF), in the “Import Recipe” functionality. When an attacker enters the localhost URL, a low privileged attacker can access/read the internal file system to access sensitive information.",MEDIUM,8.0,2.9,2022-06-19 11:15:00+00:00,2022-06-28 16:40:00+00:00
CVE-2022-23072,{'CWE-79'},"In Recipes, versions 1.0.5 through 1.2.5 are vulnerable to Stored Cross-Site Scripting (XSS), in “Add to Cart” functionality. When a victim accesses the food list page, then adds a new Food with a malicious javascript payload in the ‘Name’ parameter and clicks on the Add to Shopping Cart icon, an XSS payload will trigger. A low privileged attacker will have the victim's API key and can lead to admin's account takeover.",LOW,6.8,2.9,2022-06-21 08:15:00+00:00,2022-06-28 18:38:00+00:00
CVE-2022-23073,{'CWE-79'},"In Recipes, versions 1.0.5 through 1.2.5 are vulnerable to Stored Cross-Site Scripting (XSS), in copy to clipboard functionality. When a victim accesses the food list page, then adds a new Food with a malicious javascript payload in the ‘Name’ parameter and clicks on the clipboard icon, an XSS payload will trigger. A low privileged attacker will have the victim's API key and can lead to admin's account takeover.",LOW,6.8,2.9,2022-06-21 09:15:00+00:00,2022-06-28 18:04:00+00:00
CVE-2022-23074,{'CWE-79'},"In Recipes, versions 0.17.0 through 1.2.5 are vulnerable to Stored Cross-Site Scripting (XSS), in the ‘Name’ field of Keyword, Food and Unit components. When a victim accesses the Keyword/Food/Unit endpoints, the XSS payload will trigger. A low privileged attacker will have the victim's API key and can lead to admin's account takeover.",LOW,6.8,2.9,2022-06-21 10:15:00+00:00,2022-06-28 18:08:00+00:00
CVE-2022-23077,{'CWE-79'},In habitica versions v4.119.0 through v4.232.2 are vulnerable to DOM XSS via the login page.,MEDIUM,8.6,2.9,2022-06-22 12:15:00+00:00,2022-06-29 15:09:00+00:00
CVE-2022-23078,{'CWE-601'},In habitica versions v4.119.0 through v4.232.2 are vulnerable to open redirect via the login page.,MEDIUM,8.6,4.9,2022-06-22 12:15:00+00:00,2022-06-29 15:25:00+00:00
CVE-2022-23079,{'CWE-116'},In motor-admin versions 0.0.1 through 0.2.56 are vulnerable to host header injection in the password reset functionality where malicious actor can send fake password reset email to arbitrary victim.,MEDIUM,8.6,6.4,2022-06-22 13:15:00+00:00,2022-06-29 15:50:00+00:00
CVE-2022-23080,{'CWE-918'},In directus versions v9.0.0-beta.2 through 9.6.0 are vulnerable to server-side request forgery (SSRF) in the media upload functionality which allows a low privileged user to perform internal network port scans.,MEDIUM,8.0,2.9,2022-06-22 16:15:00+00:00,2022-07-05 18:38:00+00:00
CVE-2022-23081,{'CWE-79'},In openlibrary versions deploy-2016-07-0 through deploy-2021-12-22 are vulnerable to Reflected XSS.,MEDIUM,8.6,2.9,2022-06-22 18:15:00+00:00,2022-06-28 21:43:00+00:00
CVE-2022-23082,{'CWE-22'},In CureKit versions v1.0.1 through v1.1.3 are vulnerable to path traversal as the function isFileOutsideDir fails to sanitize the user input which may lead to path traversal.,MEDIUM,10.0,2.9,2022-05-31 15:15:00+00:00,2022-06-10 00:39:00+00:00
CVE-2022-2309,{'CWE-476'},"NULL Pointer Dereference allows attackers to cause a denial of service (or application crash). This only applies when lxml is used together with libxml2 2.9.10 through 2.9.14. libxml2 2.9.9 and earlier are not affected. It allows triggering crashes through forged input data, given a vulnerable code sequence in the application. The vulnerability is caused by the iterwalk function (also used by the canonicalize function). Such code shouldn't be in wide-spread use, given that parsing + iterwalk would usually be replaced with the more efficient iterparse function. However, an XML converter that serialises to C14N would also be vulnerable, for example, and there are legitimate use cases for this code sequence. If untrusted input is received (also remotely) and processed via iterwalk function, a crash can be triggered.",MEDIUM,10.0,2.9,2022-07-05 10:15:00+00:00,2022-07-13 01:44:00+00:00
CVE-2022-23126,{'CWE-287'},"TeslaMate before 1.25.1 (when using the default Docker configuration) allows attackers to open doors of Tesla vehicles, start Keyless Driving, and interfere with vehicle operation en route. This occurs because an attacker can leverage Grafana login access to obtain a token for Tesla API calls.",HIGH,10.0,6.4,2022-01-24 19:15:00+00:00,2022-01-28 20:42:00+00:00
CVE-2022-2318,{'CWE-416'},There are use-after-free vulnerabilities caused by timer handler in net/rose/rose_timer.c of linux that allow attackers to crash linux kernel without any privileges.,MEDIUM,3.9,6.9,2022-07-06 19:15:00+00:00,2022-07-27 11:15:00+00:00
CVE-2022-2321,{'CWE-307'},Improper Restriction of Excessive Authentication Attempts in GitHub repository heroiclabs/nakama prior to 3.13.0. This results in login brute-force attacks.,MEDIUM,10.0,2.9,2022-07-05 19:15:00+00:00,2022-07-14 21:59:00+00:00
CVE-2022-23220,{'CWE-287'},"USBView 2.1 before 2.2 allows some local users (e.g., ones logged in via SSH) to execute arbitrary code as root because certain Polkit settings (e.g., allow_any=yes) for pkexec disable the authentication requirement. Code execution can, for example, use the --gtk-module option. This affects Ubuntu, Debian, and Gentoo.",HIGH,3.9,10.0,2022-01-21 16:15:00+00:00,2022-01-27 18:10:00+00:00
CVE-2022-2327,{'CWE-415'},"io_uring use work_flags to determine which identity need to grab from the calling process to make sure it is consistent with the calling process when executing IORING_OP. Some operations are missing some types, which can lead to incorrect reference counts which can then lead to a double free. We recommend upgrading the kernel past commit df3f3bb5059d20ef094d6b2f0256c4bf4127a859",Unknown,,,2022-07-22 10:15:00+00:00,2022-07-29 19:05:00+00:00
CVE-2022-23308,{'CWE-416'},valid.c in libxml2 before 2.9.13 has a use-after-free of ID and IDREF attributes.,MEDIUM,8.6,2.9,2022-02-26 05:15:00+00:00,2022-07-25 18:21:00+00:00
CVE-2022-2339,{'CWE-918'},"With this SSRF vulnerability, an attacker can reach internal addresses to make a request as the server and read it's contents. This attack can lead to leak of sensitive information.",MEDIUM,10.0,2.9,2022-07-07 04:15:00+00:00,2022-07-14 17:22:00+00:00
CVE-2022-2342,{'CWE-79'},Cross-site Scripting (XSS) - Stored in GitHub repository outline/outline prior to v0.64.4.,LOW,6.8,2.9,2022-07-07 10:15:00+00:00,2022-07-14 17:21:00+00:00
CVE-2022-2343,{'CWE-122'},Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0044.,MEDIUM,8.6,6.4,2022-07-08 18:15:00+00:00,2022-07-21 19:15:00+00:00
CVE-2022-23435,{'NVD-CWE-noinfo'},"decoding.c in android-gif-drawable before 1.2.24 does not limit the maximum length of a comment, leading to denial of service.",MEDIUM,10.0,2.9,2022-01-19 01:15:00+00:00,2022-01-25 19:36:00+00:00
CVE-2022-2344,{'CWE-122'},Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0045.,MEDIUM,8.6,6.4,2022-07-08 19:15:00+00:00,2022-07-21 19:15:00+00:00
CVE-2022-2345,{'CWE-416'},Use After Free in GitHub repository vim/vim prior to 9.0.0046.,MEDIUM,8.6,6.4,2022-07-08 22:15:00+00:00,2022-07-21 19:15:00+00:00
CVE-2022-2353,{'CWE-79'},"Prior to microweber/microweber v1.2.20, due to improper neutralization of input, an attacker can steal tokens to perform cross-site request forgery, fetch contents from same-site and redirect a user.",MEDIUM,8.6,2.9,2022-07-09 09:15:00+00:00,2022-07-16 01:51:00+00:00
CVE-2022-23557,{'CWE-369'},"Tensorflow is an Open Source Machine Learning Framework. An attacker can craft a TFLite model that would trigger a division by zero in `BiasAndClamp` implementation. There is no check that the `bias_size` is non zero. The fix will be included in TensorFlow 2.8.0. We will also cherrypick this commit on TensorFlow 2.7.1, TensorFlow 2.6.3, and TensorFlow 2.5.3, as these are also affected and still in supported range.",MEDIUM,8.0,2.9,2022-02-04 23:15:00+00:00,2022-02-09 20:23:00+00:00
